hero_id,item_0,item_1,item_2,item_3,item_4,item_5
19,1,180,244,0,0,0
35,63,152,172,166,236,75
126,11,108,534,36,41,29
8,50,36,166,20,11,154
52,41,1,36,29,121,100
128,34,0,108,0,0,180
14,36,73,131,108,50,0
31,254,0,43,188,0,180
136,596,11,13,36,116,50
19,149,50,36,1,252,41
73,137,116,178,48,1,112
21,188,36,174,40,43,63
71,50,152,13,108,244,0
84,43,36,180,21,0,0
129,1,11,36,232,13,50
27,0,214,34,0,232,0
109,36,160,147,236,149,63
120,569,75,180,174,143,40
9,75,236,180,174,0,0
13,1,176,48,534,41,235
18,112,116,250,63,603,249
86,1,36,218,29,232,188
89,223,98,36,108,598,63
5,36,214,185,20,21,0
97,1,223,0,13,116,29
68,218,188,254,34,38,214
119,214,0,0,100,36,190
23,11,13,48,249,116,43
11,116,147,63,172,236,249
114,63,598,158,569,116,36
88,214,218,102,34,188,244
96,1,102,36,29,125,162
120,41,108,1,36,174,180
86,214,0,31,102,1,232
29,36,119,50,90,908,30
52,48,108,121,9,116,117
6,63,116,143,263,249,36
51,50,40,108,36,0,244
5,214,254,36,102,21,42
86,29,232,1,108,0,0
7,1,100,36,73,190,29
56,63,168,160,1466,596,149
5,36,116,188,214,102,593
11,236,116,156,63,139,249
109,160,116,170,63,485,236
25,48,36,41,108,235,596
51,108,36,23,29,244,593
43,267,63,21,36,596,273
87,188,0,180,36,28,254
38,931,116,635,34,30,11
5,43,21,102,75,36,214
128,9,36,16,231,102,56
22,273,108,1,48,41,232
10,63,147,123,36,116,108
69,116,1,29,36,119,65
100,50,1,168,36,116,569
89,63,114,147,123,88,98
64,102,0,244,36,232,29
51,214,36,0,254,218,21
85,188,0,180,218,81,79
89,223,63,108,908,244,34
76,16,63,1,65,232,108
9,108,36,180,75,75,75
109,596,236,123,63,149,147
56,596,63,0,1466,168,160
50,0,77,254,188,29,256
11,236,147,63,135,36,116
28,1,172,36,247,21,63
112,29,1,188,232,218,108
35,63,166,236,75,116,55
38,635,40,1,0,29,21
5,0,188,36,40,214,185
86,232,0,77,36,214,0
19,41,244,1,67,36,50
96,36,1,29,12,242,31
25,48,41,232,36,60,28
89,63,11,147,88,114,36
64,0,180,0,34,0,244
88,244,42,0,34,29,593
48,263,172,147,63,11,34
52,237,29,41,121,36,116
136,43,36,50,143,569,0
60,50,143,36,13,21,11
64,28,188,40,180,36,254
9,188,267,0,36,100,29
14,50,108,31,36,41,116
98,178,29,131,273,121,569
93,11,36,63,108,598,174
75,65,593,69,43,34,29
7,36,244,214,1,0,232
52,48,119,1,121,116,100
120,36,256,1,29,56,908
109,139,112,147,160,116,141
50,79,34,256,29,218,0
4,33,158,135,50,208,116
19,1,116,34,43,235,29
38,256,30,180,116,90,635
25,48,116,156,135,249,1
136,143,116,34,50,218,16
14,108,36,29,1,125,31
120,180,1,174,36,569,41
86,40,1,0,36,180,232
61,178,98,108,59,63,57
83,34,908,16,214,38,16
72,26,141,0,63,108,0
9,29,36,267,43,23,75
25,596,41,249,0,48,36
98,0,176,77,77,692,11
75,88,218,36,180,0,102
18,112,156,249,63,1,116
22,235,110,273,108,48,1
5,232,214,188,254,0,1
61,90,108,180,96,908,30
101,1,96,206,265,36,29
100,36,40,0,1,102,214
25,48,232,1,41,108,176
29,36,908,1,29,9,90
10,149,63,147,596,116,160
136,34,21,244,50,0,8
70,145,50,1,21,36,265
51,73,73,131,214,20,14
128,254,188,0,36,29,0
92,108,29,240,185,36,596
41,63,36,154,75,65,166
25,48,116,263,596,55,9
101,180,102,36,38,30,88
58,29,269,102,37,188,40
137,50,273,36,244,116,73
135,36,908,50,73,11,0
11,63,172,147,236,65,75
83,40,36,223,214,188,218
137,218,226,50,40,36,188
29,50,6,178,908,36,108
120,29,174,226,41,569,8
51,21,75,242,214,75,40
4,249,50,116,36,147,158
75,63,534,218,88,263,36
92,240,931,596,96,36,108
38,635,29,116,36,11,0
41,116,63,172,166,36,75
5,29,116,40,232,1,43
52,41,29,121,36,77,100
107,38,267,116,29,43,40
114,63,116,208,598,160,168
51,214,96,1,127,108,30
25,48,596,604,116,235,108
88,188,201,1,214,0,36
137,50,73,1,36,116,273
33,908,116,1,40,29,244
89,117,75,114,63,139,147
77,635,30,11,29,86,185
19,29,102,244,1,34,0
74,534,65,116,48,77,1
5,0,102,36,40,188,214
11,63,36,172,152,116,236
135,50,1,36,41,116,67
136,0,0,50,0,0,36
123,38,240,40,34,166,180
61,90,908,75,0,178,180
5,36,88,593,593,593,214
74,65,15,36,48,8,1
4,166,75,11,34,63,8
9,36,42,188,23,180,244
98,180,11,178,36,131,273
120,1,34,123,29,75,40
48,36,236,172,63,116,249
87,180,36,244,102,37,0
86,36,214,40,100,218,232
129,116,36,178,41,1,50
19,102,603,141,214,141,116
137,50,119,116,600,110,273
33,604,116,110,908,123,220
5,214,116,30,610,1,232
93,110,174,116,160,225,250
11,610,110,604,263,256,116
106,116,1,141,133,133,141
2,600,102,116,127,249,29
86,48,232,110,1,256,116
51,214,81,256,102,37,30
72,1,116,141,63,108,156
137,29,73,116,0,73,232
92,908,102,112,214,30,90
17,273,108,63,596,534,41
37,269,0,254,40,29,244
19,63,249,1,116,53,252
22,29,1,176,60,36,232
33,188,1,232,88,244,29
51,43,162,0,36,108,214
47,75,24,75,236,116,63
129,1,50,178,116,0,40
6,36,88,249,63,170,263
23,50,149,1,116,596,141
87,180,36,92,102,0,0
119,36,1,190,40,214,244
3,214,244,36,223,0,232
74,65,48,123,235,36,1
60,116,50,1,143,252,73
48,139,116,141,147,63,236
86,254,1,37,232,29,36
53,63,1466,6,249,112,116
74,267,65,36,116,77,48
43,119,116,273,596,29,77
88,214,218,188,1,36,40
85,214,43,36,908,593,188
100,102,1,41,50,36,40
52,11,119,116,121,48,273
61,908,108,90,232,75,180
5,214,36,226,218,102,30
41,160,63,116,65,158,108
86,29,36,0,232,0,0
126,100,108,58,57,36,48
135,34,50,178,116,73,168
64,100,218,254,102,214,40
48,117,263,249,116,63,36
101,244,206,254,36,57,0
80,75,29,0,0,0,0
13,534,176,1,36,48,232
68,214,36,102,92,218,0
114,174,11,598,485,29,38
61,75,36,180,90,60,81
136,50,16,8,181,34,21
11,116,63,172,117,36,236
51,38,31,102,43,34,214
14,50,1,131,178,108,244
5,254,218,36,188,214,593
12,63,170,114,65,75,36
43,50,116,267,36,244,77
19,34,43,188,214,1,593
65,116,244,36,41,48,0
128,102,254,34,42,180,188
64,188,180,36,102,88,244
129,20,116,1,50,36,178
123,41,63,1466,141,36,75
48,160,88,36,147,63,236
79,232,1,254,36,214,60
42,36,168,112,50,1,151
11,48,36,604,116,41,110
15,69,34,63,116,596,57
18,180,79,42,36,216,1
14,1,36,31,12,214,43
86,232,36,31,29,1,102
135,50,1,908,178,36,73
137,116,273,36,244,9,50
6,63,263,170,75,75,123
100,108,50,596,36,12,1
26,214,232,218,1,34,0
85,50,178,116,41,252,36
57,226,0,29,218,34,0
11,172,63,36,116,141,263
84,214,36,0,232,181,188
11,36,88,172,63,149,263
100,36,63,1,108,596,59
86,232,214,36,244,108,0
137,178,98,34,116,0,29
17,116,63,36,273,178,23
7,50,178,1,116,149,73
128,254,102,79,180,86,36
136,218,244,116,180,181,36
10,108,149,41,147,63,596
31,102,254,0,232,214,188
135,50,600,116,908,112,30
86,256,37,232,29,1,254
137,48,273,116,119,1,256
32,143,147,123,116,141,225
129,596,1,110,30,116,50
136,50,42,0,40,34,116
99,250,208,63,116,110,108
128,37,40,102,180,188,1
74,48,96,1,110,116,267
2,34,125,1,127,73,29
93,21,36,108,598,63,43
86,188,232,38,43,214,244
43,41,129,36,48,226,20
100,188,1,34,218,244,180
14,178,31,125,50,116,108
136,569,50,116,36,0,0
3,180,36,86,185,88,2
113,158,98,20,236,48,75
78,63,908,86,36,73,9
10,596,160,236,63,108,147
136,143,141,596,50,116,1
91,40,269,79,73,73,188
121,180,36,218,185,40,229
71,50,152,73,36,277,40
74,65,24,36,48,116,1
135,116,178,50,34,73,168
93,160,108,43,174,63,598
5,218,214,37,102,23,60
51,40,102,127,36,214,69
86,1,43,108,29,232,244
136,50,36,116,42,143,244
70,50,1,117,174,208,156
11,604,116,143,143,143,273
98,100,96,131,119,273,180
137,1,108,9,50,116,273
52,121,48,600,36,119,116
14,1,267,37,214,108,43
10,141,108,156,147,139,123
18,172,603,141,250,252,50
120,100,1,108,143,569,180
7,1,0,110,180,65,0
52,121,48,1,100,259,36
114,160,108,252,116,63,145
31,218,34,37,214,254,232
119,190,37,77,244,16,29
87,1,214,218,108,36,88
60,50,116,73,11,244,0
106,108,110,569,48,36,166
6,63,152,36,263,1,116
97,218,0,36,180,0,1
25,48,596,116,249,135,123
18,63,249,8,172,36,252
14,1,226,125,108,162,50
121,180,96,36,232,244,108
119,92,0,226,188,0,214
109,249,116,123,48,160,147
104,1,127,110,178,116,50
86,1,36,30,232,29,108
43,123,116,273,63,37,119
11,63,172,263,149,36,75
52,31,29,36,121,116,1
14,50,178,1,108,31,11
18,188,31,218,36,214,81
26,102,216,1,39,214,36
19,1,102,36,59,218,214
22,41,256,232,29,259,108
69,36,50,1,65,116,235
58,36,102,43,908,31,29
114,250,116,63,117,166,569
99,108,125,178,131,50,210
11,156,63,249,263,10,52
89,147,250,52,63,75,75
5,1,102,37,34,40,214
28,172,1,247,168,252,63
8,50,158,75,147,36,160
9,174,11,75,166,170,63
129,50,1,178,108,53,36
31,254,36,214,42,40,88
22,1,88,36,273,108,180
26,44,216,237,218,16,16
2,0,0,0,0,0,0
48,14,44,20,16,16,16
5,44,216,216,237,42,0
39,16,16,16,44,237,0
64,16,16,34,216,237,44
19,44,11,16,16,237,42
96,11,44,0,0,0,0
86,42,44,0,29,0,0
73,11,34,13,16,44,0
135,50,908,112,596,108,30
52,121,48,36,116,31,119
26,593,256,1,214,232,40
72,254,185,30,102,214,36
67,63,147,208,108,40,160
9,267,102,218,36,79,180
19,41,1,149,63,108,252
112,1,34,43,180,0,593
129,110,50,1,116,178,61
10,116,236,63,123,160,141
30,60,237,77,180,21,16
26,1,214,218,188,34,23
62,50,98,81,0,244,11
6,63,263,36,152,596,69
65,1,116,36,48,102,41
11,265,48,1,100,41,36
72,259,0,180,75,0,0
3,0,34,43,232,29,0
93,36,108,65,174,63,596
9,75,174,75,149,596,63
26,1,36,188,43,214,0
2,137,598,34,125,154,50
48,147,172,149,63,117,116
5,180,36,244,116,0,0
39,273,596,123,63,36,41
64,188,180,43,100,36,102
73,50,137,147,178,36,208
96,1,50,56,114,114,9
86,36,254,232,1,29,0
19,252,50,65,1,108,149
27,21,29,0,232,0,36
52,41,65,16,29,16,121
46,63,11,14,236,88,168
53,1466,65,86,0,63,0
64,36,0,43,180,0,102
136,43,36,50,116,40,17
38,569,29,34,164,13,81
58,269,73,593,43,63,0
10,147,117,63,116,26,236
9,236,166,36,63,26,147
86,29,1,37,36,232,256
65,235,48,36,116,41,1
129,50,256,1,30,116,110
10,63,147,110,160,116,123
72,102,0,36,908,214,40
7,1,102,42,232,0,214
120,174,1,143,160,108,256
52,29,226,1,96,121,0
26,1,254,43,0,214,593
70,1,116,63,143,135,145
30,254,108,15,20,180,218
43,1,116,102,596,50,108
68,40,36,214,102,37,232
53,98,156,160,603,1466,116
15,63,603,116,30,210,154
128,176,1466,180,34,0,42
52,121,48,1,96,41,116
6,52,123,147,603,63,263
88,204,1,214,259,0,0
63,156,263,141,166,596,63
38,0,0,0,0,0,0
81,0,0,0,0,0,0
75,0,0,0,0,0,0
19,0,0,0,0,0,0
91,94,44,0,0,237,0
85,181,216,44,237,188,218
25,0,0,0,0,0,0
100,29,44,42,0,0,0
43,216,16,44,20,16,15
20,0,34,44,16,16,20
86,29,102,1,43,232,34
25,596,116,247,152,48,141
11,63,65,236,172,141,5
85,50,108,13,596,252,11
31,214,0,254,36,188,102
114,98,36,569,0,21,8
53,63,141,160,166,116,534
93,160,36,174,63,252,247
84,214,36,232,43,40,23
120,143,569,174,180,1,108
81,0,0,0,0,0,0
38,44,11,16,16,0,0
75,0,0,0,0,0,0
19,0,0,0,0,0,0
91,0,0,0,0,0,0
56,0,0,0,0,0,0
43,0,0,0,0,0,0
20,0,0,0,0,0,0
85,188,181,44,216,237,218
25,237,0,42,16,16,16
19,50,41,1,36,244,108
81,1,63,151,116,36,252
75,102,190,36,214,75,75
38,36,635,185,29,9,86
91,229,79,43,34,75,75
25,48,41,116,149,596,77
43,36,50,77,596,0,116
85,180,188,36,593,265,181
100,188,34,92,29,0,244
20,108,63,36,20,75,596
21,0,11,77,166,77,29
6,75,75,170,0,63,236
75,77,77,77,63,77,0
50,180,34,0,0,0,0
11,240,63,8,244,172,36
87,44,77,29,38,0,16
40,92,190,16,214,16,0
114,63,36,252,11,569,8
20,187,36,218,16,0,214
126,50,534,11,36,0,41
52,36,121,48,131,116,265
72,188,0,218,36,29,102
85,90,79,36,180,88,108
7,1,180,244,593,40,42
12,40,63,147,174,160,36
128,36,102,254,79,180,43
92,240,908,90,29,112,16
100,1,36,60,214,0,21
10,63,147,117,160,236,108
14,50,1,116,9,31,108
128,180,36,43,188,0,0
109,55,63,36,236,75,147
72,214,0,0,190,218,36
76,77,11,36,534,277,63
17,534,116,259,63,36,41
85,116,50,596,252,178,11
54,65,151,13,50,168,11
25,250,36,1,596,48,41
107,569,9,36,0,180,0
86,232,0,0,29,0,36
31,214,0,102,254,34,0
100,116,50,1,30,149,168
137,36,50,1,273,53,116
64,29,254,102,232,41,40
54,147,50,151,117,112,168
114,36,63,116,252,143,168
76,63,65,263,116,36,77
75,77,263,116,63,75,0
19,1,102,37,29,34,244
128,254,79,218,36,180,81
59,151,13,108,13,63,162
52,48,36,121,9,0,41
48,116,172,170,63,244,236
107,29,0,36,267,0,0
58,39,214,0,102,0,36
69,908,34,0,29,188,244
53,534,240,16,166,116,63
42,11,36,50,151,75,249
20,214,36,232,0,0,0
46,168,116,149,63,1,36
58,0,102,36,75,63,75
52,116,1,9,121,29,41
61,90,908,178,36,180,108
136,50,36,0,0,188,116
35,63,160,172,263,75,149
38,29,1,635,0,11,16
100,50,1,108,36,41,0
10,63,116,108,236,24,36
9,0,59,931,0,36,102
5,214,254,218,36,0,593
14,593,1,214,232,23,0
72,214,102,36,0,0,88
44,36,145,63,569,208,168
2,127,116,48,1,125,0
25,249,41,236,48,596,16
136,143,36,50,116,40,43
1,135,160,147,145,63,143
20,63,75,40,36,235,108
60,11,151,36,143,116,50
87,232,244,29,108,0,40
86,1,36,29,40,232,0
14,178,1,131,36,116,29
48,147,0,172,236,63,14
38,0,48,34,635,0,11
119,43,100,36,180,40,0
56,236,206,20,63,166,596
101,180,206,77,265,77,77
71,38,244,36,50,485,0
97,28,0,180,1,0,0
17,178,41,259,63,534,0
85,29,226,36,102,218,188
19,141,1,63,252,112,116
88,100,1,73,180,40,36
12,250,147,235,117,114,160
40,63,100,908,210,73,256
51,58,119,36,214,108,57
75,29,263,254,40,37,256
100,48,116,1,168,108,232
104,50,73,1,127,116,112
72,116,156,133,158,141,139
54,143,569,168,151,75,50
123,180,40,73,102,36,31
61,908,569,75,180,178,90
13,36,41,63,534,273,1
5,102,218,254,214,0,36
14,50,108,56,75,21,36
121,36,29,218,0,232,188
136,21,36,218,38,50,181
19,60,244,1,36,41,63
29,131,908,36,244,29,11
80,75,75,75,75,29,31
74,534,116,96,48,65,77
92,908,102,96,214,240,90
137,29,232,116,1,40,30
31,43,254,36,214,232,188
10,63,147,156,249,116,139
5,214,232,102,40,244,188
40,267,90,102,73,214,259
22,41,235,1,108,176,48
19,102,40,36,100,1,214
85,596,73,50,908,9,210
26,1,59,214,43,61,34
68,38,43,188,254,0,180
22,108,48,1,41,232,176
41,63,158,247,24,117,116
100,40,1,43,50,34,593
52,180,100,692,162,0,41
28,1,116,172,36,73,63
136,50,36,21,216,218,40
10,108,63,36,154,598,596
51,214,36,188,102,218,60
74,48,65,20,16,123,1
60,11,34,50,116,252,73
101,29,37,259,206,244,36
93,108,117,160,174,63,596
85,188,36,0,31,180,0
38,593,11,188,635,244,23
48,36,149,172,63,116,236
86,180,36,0,102,0,0
35,75,63,263,75,75,26
51,214,226,34,0,42,0
10,63,147,149,596,108,26
5,931,36,593,188,23,43
21,41,116,63,166,0,36
52,121,48,0,36,244,273
71,36,75,50,244,38,0
128,218,188,36,180,216,593
25,29,41,100,77,596,232
41,36,63,172,8,166,20
75,63,77,102,596,244,77
9,36,265,908,29,0,0
120,180,174,41,0,36,569
137,178,21,36,73,244,50
86,214,36,0,244,218,0
72,75,63,596,108,11,25
33,908,16,29,1,77,16
18,50,1,0,116,252,172
13,63,117,1,41,534,259
136,21,50,181,34,16,8
87,188,180,0,43,36,244
70,116,145,50,143,1,26
36,102,63,1,36,259,24
19,1,0,36,29,102,37
128,40,218,180,102,36,0
47,63,75,263,36,116,75
85,180,218,36,102,254,188
10,63,249,116,170,160,117
100,214,1,73,108,0,36
106,50,1,569,250,8,36
25,156,116,249,141,48,41
128,218,102,36,180,0,0
84,29,36,37,102,232,181
98,29,24,178,36,226,273
43,36,41,119,273,48,244
95,14,145,156,50,116,143
136,0,232,36,1,244,29
76,29,232,223,108,36,0
97,73,102,1,36,100,180
86,214,1,108,232,244,34
41,65,36,158,108,63,20
86,218,0,36,188,214,232
11,41,172,236,168,36,63
14,108,125,34,50,11,13
98,180,273,178,36,11,131
136,29,44,34,218,232,244
92,214,36,86,88,73,187
129,29,1,178,73,21,73
43,534,63,41,36,77,0
95,36,11,14,63,166,170
64,218,36,180,265,23,0
5,102,37,908,244,214,218
19,37,100,188,214,1,102
54,50,151,210,143,168,116
43,50,1,116,100,210,119
137,48,41,116,210,176,244
75,214,190,254,43,102,24
135,116,50,226,908,73,225
136,149,36,1,50,143,116
95,50,116,156,135,143,166
106,116,1,141,50,141,168
107,0,0,0,0,0,0
87,43,216,39,44,0,0
135,237,44,11,16,12,216
46,20,14,44,16,0,0
106,20,14,44,11,16,16
101,20,44,20,237,16,237
42,13,11,13,16,44,16
9,0,44,11,14,20,16
16,11,44,13,216,16,20
20,44,237,43,39,16,16
107,215,116,214,40,92,36
87,36,244,593,29,232,593
46,75,168,41,88,236,63
106,36,116,75,50,187,166
135,50,36,178,73,116,168
101,20,206,152,36,214,20
20,29,188,42,36,88,232
9,75,236,158,63,143,147
16,50,1,100,178,125,162
42,168,55,178,50,1,151
85,50,116,37,178,252,88
11,36,160,172,63,116,236
52,273,121,1,116,48,41
27,244,50,215,36,235,0
137,0,1,43,36,214,232
98,180,108,178,36,273,131
86,43,102,232,31,36,214
25,108,48,36,77,232,41
136,218,21,232,36,29,216
95,166,116,51,50,65,143
87,214,36,102,43,254,244
85,90,908,102,50,269,60
70,50,603,156,208,145,116
123,29,102,20,235,0,36
74,48,534,116,96,36,1
135,269,218,188,108,29,0
18,36,86,40,214,185,88
40,102,267,908,36,244,214
35,63,166,263,149,75,116
52,116,121,100,36,48,162
7,50,178,1,100,34,73
22,77,77,235,29,41,259
9,100,43,36,180,92,265
64,43,88,36,254,102,214
54,143,151,24,50,65,168
76,63,1,223,534,21,36
19,252,108,1,63,2,41
112,218,1,88,36,29,232
48,36,236,172,63,116,249
86,36,214,244,38,232,57
126,203,176,41,0,36,63
8,36,55,65,50,170,166
121,188,1,218,36,190,29
69,50,1,116,178,162,36
128,214,108,188,88,36,244
100,0,168,0,569,116,63
86,218,0,214,232,36,1
137,116,36,50,9,596,73
136,218,188,36,229,214,254
10,36,123,65,116,63,108
41,139,154,156,116,63,158
11,139,48,603,263,156,249
30,235,256,88,204,48,108
5,1,102,254,108,214,116
47,1466,600,235,250,176,30
58,263,135,247,108,63,247
88,218,214,610,1,223,232
63,139,116,1466,156,168,141
39,250,116,235,63,108,119
56,1466,141,141,263,141,135
30,108,29,244,73,73,0
66,79,185,188,229,0,29
36,204,190,36,77,48,0
111,1,204,36,180,0,41
8,166,147,75,50,11,0
40,88,152,75,36,236,63
52,31,180,1,0,41,36
71,108,181,65,11,50,485
35,172,75,75,141,63,0
84,218,34,37,29,232,0
50,180,88,36,0,188,0
25,48,36,249,596,58,41
112,1,92,36,29,31,0
96,131,1,17,50,0,36
11,63,116,236,172,36,216
68,265,36,218,190,214,0
10,596,108,26,63,75,147
14,1,36,108,131,29,40
26,214,0,0,232,244,0
38,635,11,36,0,237,29
114,50,98,181,0,36,0
33,29,1,908,0,232,0
10,26,147,63,236,160,249
86,1,108,598,180,36,273
26,214,218,36,1,265,244
72,75,154,26,158,63,75
74,534,63,1,263,908,92
87,1,37,108,218,232,29
9,88,63,36,158,277,0
106,104,273,569,36,108,50
3,43,29,34,232,188,0
11,147,63,36,249,596,172
14,1,131,36,116,108,29
121,29,176,244,232,34,0
16,1,100,34,13,11,180
85,180,908,188,36,218,244
76,1,65,108,235,16,63
10,63,108,147,75,36,26
28,172,1,36,63,8,65
112,1,180,31,215,36,0
82,603,63,160,96,236,108
22,232,29,0,176,190,36
8,160,154,139,158,50,0
64,100,231,37,108,0,42
75,206,263,58,911,152,63
19,1,102,244,0,176,180
63,1466,147,135,263,141,168
52,610,121,692,273,48,108
74,96,110,534,108,63,92
121,100,43,188,1,254,214
51,267,226,36,214,0,178
81,931,208,30,1,252,108
52,48,600,96,119,121,116
5,116,63,108,1,48,37
18,112,116,250,603,133,156
62,226,908,232,60,108,214
6,249,147,116,123,160,263
85,210,180,116,0,0,218
53,534,250,168,166,116,63
106,50,116,108,41,569,166
120,174,1,75,143,569,63
106,598,63,569,100,41,36
30,215,108,34,48,0,88
31,254,218,37,214,188,40
93,36,596,65,174,63,22
9,267,36,908,226,214,40
79,36,214,244,102,0,232
88,204,36,65,176,180,20
17,98,63,534,77,273,36
11,156,249,139,263,63,154
6,249,147,263,603,141,123
18,60,176,1,214,23,36
112,123,263,48,133,116,534
123,232,29,226,108,256,36
85,50,176,96,210,116,242
11,604,232,116,96,110,256
128,108,226,96,116,1,29
38,635,102,116,235,1,110
4,158,110,603,208,168,225
91,168,156,218,65,254,188
85,231,40,90,36,21,43
18,36,11,81,218,214,0
65,41,235,116,48,244,1
75,1,116,75,108,263,63
6,263,75,63,116,249,147
52,48,273,119,600,121,610
114,569,931,30,81,176,36
87,1,37,0,214,36,108
128,1,226,96,77,29,108
89,250,123,1,147,114,63
88,214,244,232,188,42,38
75,190,188,102,34,29,218
109,160,236,147,36,143,63
19,1,21,36,252,149,29
39,100,77,267,216,63,34
51,244,36,108,40,63,0
98,36,226,259,178,180,125
119,214,36,190,40,232,218
52,48,1,96,36,121,116
6,75,116,170,63,596,263
68,36,214,102,1,185,254
106,145,116,256,48,149,569
40,116,190,108,259,92,214
22,604,110,273,235,116,168
20,908,232,108,214,0,36
63,263,250,596,141,143,63
74,0,48,1,225,98,96
100,1,168,36,50,908,0
89,108,139,96,147,48,114
5,1,100,34,214,42,0
51,36,41,108,116,11,63
87,188,36,1,218,214,40
14,131,36,593,178,29,23
81,1,151,178,98,63,108
72,108,21,166,63,596,156
104,116,29,127,73,1,596
86,218,34,102,232,29,0
109,63,116,149,65,160,147
9,176,180,34,267,0,188
120,180,108,174,36,569,116
25,48,108,1,232,259,596
109,147,63,36,160,88,236
120,36,174,108,180,1,569
137,50,116,244,43,0,0
128,81,79,218,36,180,188
11,63,34,172,75,236,116
135,50,11,178,34,0,168
21,15,41,63,36,7,8
123,180,36,7,1,0,0
79,88,188,232,29,218,244
88,214,1,593,61,0,36
25,119,116,100,1,141,48
129,73,50,69,1,116,36
89,63,147,98,116,160,108
110,100,43,36,188,214,30
60,116,244,50,0,11,596
137,50,1,108,36,116,41
6,63,116,147,263,75,36
107,40,214,0,116,42,36
5,21,218,214,36,188,593
120,180,36,143,1,569,174
87,36,100,23,29,60,0
136,50,116,188,218,36,40
38,36,635,21,16,40,29
11,75,249,63,172,263,141
9,214,188,40,218,226,908
31,36,931,254,40,0,0
126,108,534,116,30,50,0
69,1,116,235,65,119,48
95,145,154,208,50,156,116
104,127,73,1,116,50,34
93,36,174,63,116,598,160
87,218,214,36,102,188,232
13,63,1,273,235,534,65
75,77,102,1,63,40,43
35,172,263,3,168,143,63
98,100,178,77,226,29,176
50,29,188,265,43,232,36
48,108,36,75,16,75,29
56,75,596,24,63,1466,236
18,63,116,172,1,598,149
68,218,36,0,214,31,38
76,77,116,1,63,36,534
136,180,34,1,8,21,188
43,63,596,100,9,116,77
52,180,41,1,116,9,610
89,250,63,147,114,160,117
100,36,50,116,596,1,60
123,1,36,29,43,240,232
91,188,79,42,34,254,88
110,267,0,36,0,188,214
120,180,123,174,1,208,30
43,596,116,63,1,226,36
109,63,147,141,116,160,263
51,214,108,31,0,188,36
38,244,1,29,11,635,0
52,29,1,121,176,116,36
63,63,116,596,236,1466,149
9,185,75,63,116,36,40
5,214,188,218,102,36,39
100,214,188,44,34,1,43
31,102,36,214,218,31,188
32,569,11,174,16,63,34
52,21,36,77,0,100,180
70,145,20,21,50,36,0
106,50,36,41,166,116,569
123,36,92,40,232,102,29
128,102,43,188,214,36,0
85,102,908,36,180,90,40
114,65,117,63,116,569,598
6,170,116,596,63,249,263
100,29,36,108,1,569,218
69,1,50,116,249,65,119
110,1,36,100,43,214,0
21,65,174,41,116,108,63
87,232,218,29,102,0,0
51,73,34,29,188,108,0
34,176,1,41,119,178,20
54,50,143,151,168,162,34
43,226,77,100,9,50,34
101,214,60,77,21,34,232
50,36,254,218,0,0,214
19,108,34,41,11,50,1
129,1,50,151,36,116,11
54,151,168,75,50,36,21
11,63,147,36,604,116,265
88,188,36,59,214,1,100
43,36,131,116,50,1,273
112,593,218,40,36,180,254
10,108,63,147,236,36,116
6,63,263,147,116,596,149
51,214,102,36,218,108,40
85,214,593,593,226,36,593
39,77,96,63,65,108,147
52,29,77,121,34,116,77
65,48,102,1,116,534,235
109,249,603,147,112,263,160
128,1,102,108,30,29,235
75,102,0,75,232,48,108
19,141,50,102,108,1,235
88,40,102,593,244,214,1
120,174,1,40,168,108,180
92,36,214,185,40,9,908
64,88,37,102,36,29,0
8,50,65,147,143,160,166
51,214,226,244,102,30,0
6,63,263,249,116,75,170
114,610,98,188,43,0,40
52,121,29,116,692,162,9
11,604,116,63,36,236,41
51,214,102,1,127,0,40
5,36,214,259,102,188,0
14,108,125,116,1,31,29
11,63,604,96,36,244,116
2,116,36,127,48,1,125
46,168,236,152,63,1,147
88,244,36,42,180,57,23
58,240,102,63,36,218,185
28,172,65,116,42,63,13
39,116,41,63,36,23,534
13,63,259,534,1,116,40
5,214,40,254,36,218,102
137,36,244,116,50,596,0
86,254,36,42,0,232,214
8,40,50,147,75,36,158
9,180,36,0,102,908,188
87,36,254,108,188,214,218
126,534,108,40,41,50,273
69,600,50,116,65,235,112
95,145,117,208,50,156,116
75,29,102,254,110,75,0
25,249,135,116,156,220,603
114,225,598,116,36,160,63
33,1,908,180,36,110,116
51,931,267,36,30,31,43
85,214,102,269,42,244,40
14,256,9,220,116,1,108
52,121,273,48,1,96,9
19,180,1,254,36,102,108
40,63,226,102,908,610,92
10,36,63,141,108,116,147
17,63,273,77,41,116,119
129,36,116,1,29,110,596
51,100,102,214,42,36,0
5,36,0,102,214,43,31
93,63,160,174,108,116,123
64,100,36,102,108,48,42
128,36,908,0,102,231,0
126,48,273,41,108,100,50
97,116,1,102,30,29,232
38,11,635,0,16,29,244
63,166,160,236,63,596,36
86,1,36,29,244,232,0
64,43,100,36,29,188,0
80,0,16,0,16,0,0
46,36,236,1,168,28,63
11,63,604,41,36,244,0
20,36,216,244,187,214,43
43,242,77,12,9,50,86
27,214,232,0,0,0,0
52,48,100,1,121,36,41
89,250,63,147,160,117,75
100,37,50,116,596,1,168
87,36,108,214,0,43,0
91,88,79,0,34,254,0
14,50,36,116,1,125,108
3,42,254,36,214,244,0
136,43,36,50,116,0,0
